                                                                                                                                                                                                     25 Apr 2023 14:23:33
CoverageDefinition-NorthCusp



Spliced coverage by Pass for Region: 1
--------------------------------------

Access       Access Start (UTCG)          Access End (UTCG)       Duration (sec)     Asset Name    Asset Full Name    Region Name    % Coverage    Area Coverage (km^2)    % Accum Coverage    Accum Area Coverage (km^2)
  1264     2 Oct 2025 20:00:49.505     2 Oct 2025 20:16:55.118           965.613    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1265     3 Oct 2025 13:26:04.916     3 Oct 2025 13:35:34.418           569.502    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1266     3 Oct 2025 14:58:23.479     3 Oct 2025 15:14:11.093           947.614    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1267     3 Oct 2025 16:32:43.672     3 Oct 2025 16:49:15.483           991.811    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1268     3 Oct 2025 18:07:10.657     3 Oct 2025 18:23:59.643          1008.987    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1269     3 Oct 2025 19:41:53.746     3 Oct 2025 19:58:19.916           986.170    Satellite12    Satellite12        6               24.634229          1088079.590519          100.000000                4416941.971327
  1270     4 Oct 2025 14:39:32.554     4 Oct 2025 14:54:55.948           923.394    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1271     4 Oct 2025 16:13:55.283     4 Oct 2025 16:30:20.975           985.692    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1272     4 Oct 2025 17:48:14.894     4 Oct 2025 18:05:04.913          1010.019    Satellite12    Satellite12        6               78.433742          3464372.849675          100.000000                4416941.971327
  1273     4 Oct 2025 19:23:06.724     4 Oct 2025 19:39:39.448           992.723    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1274     5 Oct 2025 14:20:41.076     5 Oct 2025 14:35:31.837           890.761    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1275     5 Oct 2025 15:55:06.401     5 Oct 2025 16:11:26.204           979.803    Satellite12    Satellite12        6               88.232925          3897197.102536          100.000000                4416941.971327
  1276     5 Oct 2025 17:29:27.889     5 Oct 2025 17:46:10.748          1002.860    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1277     5 Oct 2025 19:04:11.048     5 Oct 2025 19:20:53.455          1002.407    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1278     6 Oct 2025 14:01:49.021     6 Oct 2025 14:15:56.724           847.703    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1279     6 Oct 2025 15:36:17.025     6 Oct 2025 15:52:32.251           975.226    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1280     6 Oct 2025 17:10:32.210     6 Oct 2025 17:27:17.038          1004.828    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1281     6 Oct 2025 18:45:15.350     6 Oct 2025 19:02:01.632          1006.281    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1282     6 Oct 2025 20:19:58.476     6 Oct 2025 20:27:56.754           478.278    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1283     7 Oct 2025 13:42:56.350     7 Oct 2025 13:56:06.532           790.183    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1284     7 Oct 2025 15:17:27.146     7 Oct 2025 15:33:31.908           964.762    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1285     7 Oct 2025 16:51:44.812     7 Oct 2025 17:08:23.052           998.241    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1286     7 Oct 2025 18:26:19.631     7 Oct 2025 18:43:07.418          1007.787    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1287     7 Oct 2025 20:01:02.738     7 Oct 2025 20:17:08.184           965.445    Satellite12    Satellite12        6               18.767497           828949.461054          100.000000                4416941.971327
  1288     8 Oct 2025 13:24:36.113     8 Oct 2025 13:35:49.040           672.927    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1289     8 Oct 2025 14:58:36.755     8 Oct 2025 15:14:24.613           947.858    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1290     8 Oct 2025 16:32:56.920     8 Oct 2025 16:49:28.795           991.875    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1291     8 Oct 2025 18:07:23.890     8 Oct 2025 18:24:12.942          1009.052    Satellite12    Satellite12        6               72.800242          3215544.433872          100.000000                4416941.971327
  1292     8 Oct 2025 19:42:15.618     8 Oct 2025 19:58:33.043           977.425    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1293     9 Oct 2025 14:39:45.836     9 Oct 2025 14:55:09.567           923.731    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1294     9 Oct 2025 16:14:08.536     9 Oct 2025 16:30:34.272           985.736    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1295     9 Oct 2025 17:48:36.786     9 Oct 2025 18:05:18.197          1001.411    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1296     9 Oct 2025 19:23:19.962     9 Oct 2025 19:39:52.638           992.676    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1297    10 Oct 2025 14:20:54.364    10 Oct 2025 14:35:45.572           891.208    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1298    10 Oct 2025 15:55:19.660    10 Oct 2025 16:11:39.487           979.827    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1299    10 Oct 2025 17:29:41.126    10 Oct 2025 17:46:24.106          1002.979    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1300    10 Oct 2025 19:04:24.285    10 Oct 2025 19:21:06.713          1002.428    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1301    11 Oct 2025 14:02:02.315    11 Oct 2025 14:16:10.607           848.293    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1302    11 Oct 2025 15:36:30.288    11 Oct 2025 15:52:45.605           975.317    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1303    11 Oct 2025 17:10:45.446    11 Oct 2025 17:27:30.380          1004.934    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1304    11 Oct 2025 18:45:28.586    11 Oct 2025 19:02:14.960          1006.375    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1305    11 Oct 2025 20:20:11.710    11 Oct 2025 20:26:34.926           383.216    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1306    12 Oct 2025 13:43:09.650    12 Oct 2025 13:56:20.637           790.987    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1307    12 Oct 2025 15:17:40.415    12 Oct 2025 15:33:45.341           964.926    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1308    12 Oct 2025 16:51:58.053    12 Oct 2025 17:08:36.378           998.325    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1309    12 Oct 2025 18:26:32.865    12 Oct 2025 18:43:20.733          1007.869    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1310    12 Oct 2025 20:01:15.971    12 Oct 2025 20:17:21.248           965.277    Satellite12    Satellite12        6               15.861579           700596.747937          100.000000                4416941.971327
  1311    13 Oct 2025 13:24:16.326    13 Oct 2025 13:36:03.652           707.326    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1312    13 Oct 2025 14:58:50.029    13 Oct 2025 15:14:38.132           948.103    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1313    13 Oct 2025 16:33:10.167    13 Oct 2025 16:49:42.105           991.938    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1314    13 Oct 2025 18:07:37.122    13 Oct 2025 18:24:26.240          1009.118    Satellite12    Satellite12        6               69.078673          3051164.911109          100.000000                4416941.971327
  1315    13 Oct 2025 19:42:28.856    13 Oct 2025 19:58:46.168           977.312    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1316    14 Oct 2025 14:39:59.116    14 Oct 2025 14:55:23.183           924.067    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1317    14 Oct 2025 16:14:21.789    14 Oct 2025 16:30:47.568           985.780    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1318    14 Oct 2025 17:48:50.024    14 Oct 2025 18:05:31.480          1001.456    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1319    14 Oct 2025 19:23:33.199    14 Oct 2025 19:40:05.827           992.628    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1320    15 Oct 2025 14:21:07.651    15 Oct 2025 14:35:59.304           891.653    Satellite12    Satellite12        6               41.189395          1819311.666366          100.000000                4416941.971327
  1321    15 Oct 2025 15:55:32.918    15 Oct 2025 16:11:52.768           979.850    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1322    15 Oct 2025 17:29:54.363    15 Oct 2025 17:46:37.461          1003.098    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1323    15 Oct 2025 19:04:37.521    15 Oct 2025 19:21:19.969          1002.448    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1324    16 Oct 2025 14:02:15.609    16 Oct 2025 14:16:24.487           848.878    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1325    16 Oct 2025 15:36:43.552    16 Oct 2025 15:52:58.958           975.406    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1326    16 Oct 2025 17:10:58.682    16 Oct 2025 17:27:43.720          1005.037    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1327    16 Oct 2025 18:45:41.821    16 Oct 2025 19:02:28.287          1006.466    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1328    16 Oct 2025 20:20:24.944    16 Oct 2025 20:25:25.995           301.051    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1329    17 Oct 2025 13:43:22.952    17 Oct 2025 13:56:34.736           791.784    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1330    17 Oct 2025 15:17:53.685    17 Oct 2025 15:33:58.772           965.087    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1331    17 Oct 2025 16:52:11.295    17 Oct 2025 17:08:49.703           998.407    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1332    17 Oct 2025 18:26:46.099    17 Oct 2025 18:43:34.048          1007.949    Satellite12    Satellite12        6               64.872011          2865359.067982          100.000000                4416941.971327
  1333    17 Oct 2025 20:01:29.204    17 Oct 2025 20:17:34.313           965.108    Satellite12    Satellite12        6               12.571505           555276.071469          100.000000                4416941.971327
  1334    18 Oct 2025 13:24:29.636    18 Oct 2025 13:36:18.250           708.614    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1335    18 Oct 2025 14:59:03.306    18 Oct 2025 15:14:51.650           948.344    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1336    18 Oct 2025 16:33:23.415    18 Oct 2025 16:49:55.415           992.000    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1337    18 Oct 2025 18:07:50.356    18 Oct 2025 18:24:39.538          1009.182    Satellite12    Satellite12        6               67.322630          2973601.519528          100.000000                4416941.971327
  1338    18 Oct 2025 19:42:42.096    18 Oct 2025 19:58:59.291           977.196    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1339    19 Oct 2025 14:40:12.399    19 Oct 2025 14:55:36.800           924.401    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1340    19 Oct 2025 16:14:35.043    19 Oct 2025 16:31:00.864           985.822    Satellite12    Satellite12        6               99.344036          4387968.432683          100.000000                4416941.971327
  1341    19 Oct 2025 17:49:03.264    19 Oct 2025 18:05:44.763          1001.499    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1342    19 Oct 2025 19:23:46.438    19 Oct 2025 19:40:19.017           992.579    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1343    20 Oct 2025 14:21:20.940    20 Oct 2025 14:36:13.036           892.095    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1344    20 Oct 2025 15:55:46.178    20 Oct 2025 16:12:06.050           979.872    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1345    20 Oct 2025 17:30:07.602    20 Oct 2025 17:46:50.818          1003.215    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1346    20 Oct 2025 19:04:50.759    20 Oct 2025 19:21:33.226          1002.467    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1347    21 Oct 2025 14:02:28.905    21 Oct 2025 14:16:38.368           849.462    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1348    21 Oct 2025 15:36:56.818    21 Oct 2025 15:53:12.313           975.494    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1349    21 Oct 2025 17:11:11.920    21 Oct 2025 17:27:57.061          1005.141    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1350    21 Oct 2025 18:45:55.058    21 Oct 2025 19:02:41.616          1006.558    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1351    21 Oct 2025 20:20:38.181    21 Oct 2025 20:24:32.144           233.963    Satellite12    Satellite12        6                7.656386           338178.130907          100.000000                4416941.971327
  1352    22 Oct 2025 13:43:36.256    22 Oct 2025 13:56:48.835           792.579    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1353    22 Oct 2025 15:18:06.957    22 Oct 2025 15:34:12.205           965.248    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1354    22 Oct 2025 16:52:24.539    22 Oct 2025 17:09:03.029           998.490    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1355    22 Oct 2025 18:26:59.335    22 Oct 2025 18:43:47.361          1008.026    Satellite12    Satellite12        6               61.689131          2724773.103725          100.000000                4416941.971327
  1356    22 Oct 2025 20:01:50.974    22 Oct 2025 20:17:47.378           956.405    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1357    23 Oct 2025 13:24:42.947    23 Oct 2025 13:36:32.841           709.894    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1358    23 Oct 2025 14:59:16.583    23 Oct 2025 15:15:05.170           948.586    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1359    23 Oct 2025 16:33:36.665    23 Oct 2025 16:50:08.726           992.062    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1360    23 Oct 2025 18:08:12.145    23 Oct 2025 18:24:52.836          1000.691    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1361    23 Oct 2025 19:42:55.336    23 Oct 2025 19:59:12.418           977.081    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1362    24 Oct 2025 14:40:25.683    24 Oct 2025 14:55:50.417           924.735    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1363    24 Oct 2025 16:14:48.298    24 Oct 2025 16:31:14.161           985.863    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1364    24 Oct 2025 17:49:16.505    24 Oct 2025 18:05:58.047          1001.542    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1365    24 Oct 2025 19:23:59.678    24 Oct 2025 19:40:32.207           992.529    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1366    25 Oct 2025 14:21:34.230    25 Oct 2025 14:36:26.768           892.538    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1367    25 Oct 2025 15:55:59.438    25 Oct 2025 16:12:19.331           979.893    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1368    25 Oct 2025 17:30:20.842    25 Oct 2025 17:47:04.174          1003.332    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1369    25 Oct 2025 19:05:03.997    25 Oct 2025 19:21:46.482          1002.485    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1370    26 Oct 2025 14:02:42.201    26 Oct 2025 14:16:52.247           850.045    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1371    26 Oct 2025 15:37:10.084    26 Oct 2025 15:53:25.666           975.582    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1372    26 Oct 2025 17:11:25.158    26 Oct 2025 17:28:10.401          1005.243    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1373    26 Oct 2025 18:46:08.295    26 Oct 2025 19:02:54.943          1006.648    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1374    26 Oct 2025 20:20:51.416    26 Oct 2025 20:23:55.072           183.655    Satellite12    Satellite12        6                6.133575           270916.452988          100.000000                4416941.971327
  1375    27 Oct 2025 13:43:49.559    27 Oct 2025 13:57:02.931           793.372    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1376    27 Oct 2025 15:18:20.228    27 Oct 2025 15:34:25.637           965.409    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1377    27 Oct 2025 16:52:37.783    27 Oct 2025 17:09:16.354           998.571    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1378    27 Oct 2025 18:27:12.571    27 Oct 2025 18:44:00.674          1008.103    Satellite12    Satellite12        6               60.306024          2663682.068527          100.000000                4416941.971327
  1379    27 Oct 2025 20:02:04.215    27 Oct 2025 20:18:00.443           956.228    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1380    28 Oct 2025 13:24:56.258    28 Oct 2025 13:36:47.421           711.164    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1381    28 Oct 2025 14:59:29.860    28 Oct 2025 15:15:18.687           948.827    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1382    28 Oct 2025 16:33:49.913    28 Oct 2025 16:50:22.036           992.122    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1383    28 Oct 2025 18:08:25.386    28 Oct 2025 18:25:06.133          1000.747    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1384    28 Oct 2025 19:43:08.577    28 Oct 2025 19:59:25.543           976.967    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1385    29 Oct 2025 14:40:38.966    29 Oct 2025 14:56:04.033           925.067    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1386    29 Oct 2025 16:15:01.552    29 Oct 2025 16:31:27.456           985.904    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1387    29 Oct 2025 17:49:29.745    29 Oct 2025 18:06:11.329          1001.585    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1388    29 Oct 2025 19:24:12.916    29 Oct 2025 19:40:45.395           992.479    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1389    30 Oct 2025 14:21:47.519    30 Oct 2025 14:36:40.498           892.978    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1390    30 Oct 2025 15:56:12.698    30 Oct 2025 16:12:32.611           979.913    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1391    30 Oct 2025 17:30:34.080    30 Oct 2025 17:47:17.529          1003.448    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1392    30 Oct 2025 19:05:17.235    30 Oct 2025 19:21:59.738          1002.503    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1393    31 Oct 2025 14:02:55.498    31 Oct 2025 14:17:06.122           850.625    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1394    31 Oct 2025 15:37:23.350    31 Oct 2025 15:53:39.018           975.669    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1395    31 Oct 2025 17:11:38.396    31 Oct 2025 17:28:23.741          1005.345    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1396    31 Oct 2025 18:46:21.532    31 Oct 2025 19:03:08.269          1006.738    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1397    31 Oct 2025 20:21:04.652    31 Oct 2025 20:23:36.185           151.532    Satellite12    Satellite12        6                4.750468           209825.417790          100.000000                4416941.971327
  1398     1 Nov 2025 13:44:02.863     1 Nov 2025 13:57:17.021           794.159    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1399     1 Nov 2025 15:18:33.500     1 Nov 2025 15:34:39.068           965.568    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1400     1 Nov 2025 16:52:51.026     1 Nov 2025 17:09:29.678           998.652    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1401     1 Nov 2025 18:27:25.807     1 Nov 2025 18:44:13.985          1008.178    Satellite12    Satellite12        6               59.064838          2608859.636270          100.000000                4416941.971327
  1402     1 Nov 2025 20:02:17.457     1 Nov 2025 20:18:13.504           956.048    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1403     2 Nov 2025 13:25:09.570     2 Nov 2025 13:37:01.988           712.419    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1404     2 Nov 2025 14:59:43.138     2 Nov 2025 15:15:32.204           949.066    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1405     2 Nov 2025 16:34:03.163     2 Nov 2025 16:50:35.345           992.182    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1406     2 Nov 2025 18:08:38.628     2 Nov 2025 18:25:19.430          1000.802    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1407     2 Nov 2025 19:43:21.818     2 Nov 2025 19:59:38.668           976.851    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1408     3 Nov 2025 14:40:52.250     3 Nov 2025 14:56:17.647           925.397    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1409     3 Nov 2025 16:15:14.808     3 Nov 2025 16:31:40.751           985.944    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1410     3 Nov 2025 17:49:42.986     3 Nov 2025 18:06:24.612          1001.626    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1411     3 Nov 2025 19:24:26.157     3 Nov 2025 19:40:58.584           992.428    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1412     4 Nov 2025 14:22:00.811     4 Nov 2025 14:36:54.227           893.417    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1413     4 Nov 2025 15:56:25.960     4 Nov 2025 16:12:45.943           979.982    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1414     4 Nov 2025 17:30:47.321     4 Nov 2025 17:47:30.884          1003.563    Satellite12    Satellite12        6               88.888889          3926170.641179          100.000000                4416941.971327
  1415     4 Nov 2025 19:05:30.475     4 Nov 2025 19:22:12.994          1002.520    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1416     5 Nov 2025 14:03:08.796     5 Nov 2025 14:17:19.998           851.203    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1417     5 Nov 2025 15:37:36.617     5 Nov 2025 15:53:52.372           975.755    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1418     5 Nov 2025 17:11:51.636     5 Nov 2025 17:28:37.081          1005.445    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1419     5 Nov 2025 18:46:34.771     5 Nov 2025 19:03:21.597          1006.826    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1420     5 Nov 2025 20:21:17.890     5 Nov 2025 20:23:36.776           138.886    Satellite12    Satellite12        6                4.750468           209825.417790          100.000000                4416941.971327
  1421     6 Nov 2025 13:44:16.168     6 Nov 2025 13:57:31.112           794.944    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1422     6 Nov 2025 15:18:46.773     6 Nov 2025 15:34:52.500           965.727    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1423     6 Nov 2025 16:53:04.272     6 Nov 2025 17:09:43.003           998.731    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1424     6 Nov 2025 18:27:39.045     6 Nov 2025 18:44:27.298          1008.253    Satellite12    Satellite12        6               59.064838          2608859.636270          100.000000                4416941.971327
  1425     6 Nov 2025 20:02:30.700     6 Nov 2025 20:18:26.570           955.869    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1426     7 Nov 2025 13:25:22.882     7 Nov 2025 13:37:16.550           713.668    Satellite12    Satellite12        6               11.111111           490771.330147          100.000000                4416941.971327
  1427     7 Nov 2025 14:59:56.417     7 Nov 2025 15:15:45.722           949.305    Satellite12    Satellite12        6               55.555556          2453856.650737          100.000000                4416941.971327
  1428     7 Nov 2025 16:34:16.414     7 Nov 2025 16:50:48.655           992.241    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1429     7 Nov 2025 18:08:51.872     7 Nov 2025 18:25:32.728          1000.856    Satellite12    Satellite12        6               66.666667          2944627.980884          100.000000                4416941.971327
  1430     7 Nov 2025 19:43:35.060     7 Nov 2025 19:59:51.794           976.734    Satellite12    Satellite12        6               22.222222           981542.660295          100.000000                4416941.971327
  1431     8 Nov 2025 14:41:05.535     8 Nov 2025 14:56:31.263           925.728    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
  1432     8 Nov 2025 16:15:28.064     8 Nov 2025 16:31:54.047           985.983    Satellite12    Satellite12        6              100.000000          4416941.971327          100.000000                4416941.971327
  1433     8 Nov 2025 17:49:56.228     8 Nov 2025 18:06:37.894          1001.667    Satellite12    Satellite12        6               77.777778          3435399.311032          100.000000                4416941.971327
  1434     8 Nov 2025 19:24:39.398     8 Nov 2025 19:41:11.774           992.376    Satellite12    Satellite12        6               33.333333          1472313.990442          100.000000                4416941.971327
  1435     9 Nov 2025 14:22:14.101     9 Nov 2025 14:37:07.956           893.855    Satellite12    Satellite12        6               44.444444          1963085.320590          100.000000                4416941.971327
