                                                                                                                                                                                                     25 Apr 2023 14:23:33
CoverageDefinition-NorthCusp



Spliced coverage by Pass for Region: 1
--------------------------------------

Access       Access Start (UTCG)          Access End (UTCG)       Duration (sec)     Asset Name    Asset Full Name    Region Name    % Coverage    Area Coverage (km^2)    % Accum Coverage    Accum Area Coverage (km^2)
   164     6 Feb 2025 11:18:29.156     6 Feb 2025 11:35:28.274          1019.118    Satellite12    Satellite12        1               87.094233          3846901.728277          100.000000                4416941.971327
   165     6 Feb 2025 12:53:12.126     6 Feb 2025 13:09:46.311           994.185    Satellite12    Satellite12        1               34.793727          1536818.731764          100.000000                4416941.971327
   166     7 Feb 2025 07:51:01.071     7 Feb 2025 08:06:28.708           927.637    Satellite12    Satellite12        1               33.333333          1472313.990442          100.000000                4416941.971327
   167     7 Feb 2025 09:25:23.406     7 Feb 2025 09:41:49.575           986.169    Satellite12    Satellite12        1               77.777778          3435399.311032          100.000000                4416941.971327
   168     7 Feb 2025 10:59:33.252     7 Feb 2025 11:16:33.769          1020.517    Satellite12    Satellite12        1               89.544853          3955144.179823          100.000000                4416941.971327
   169     7 Feb 2025 12:34:25.786     7 Feb 2025 12:51:06.670          1000.884    Satellite12    Satellite12        1               44.444444          1963085.320590          100.000000                4416941.971327
   170     8 Feb 2025 07:32:09.681     8 Feb 2025 07:47:06.077           896.396    Satellite12    Satellite12        1               22.222222           981542.660295          100.000000                4416941.971327
   171     8 Feb 2025 09:06:34.601     8 Feb 2025 09:22:55.283           980.682    Satellite12    Satellite12        1               77.777778          3435399.311032          100.000000                4416941.971327
   172     8 Feb 2025 10:40:46.929     8 Feb 2025 10:57:40.132          1013.204    Satellite12    Satellite12        1              100.000000          4416941.971327          100.000000                4416941.971327
   173     8 Feb 2025 12:15:29.968     8 Feb 2025 12:32:21.549          1011.581    Satellite12    Satellite12        1               55.555556          2453856.650737          100.000000                4416941.971327
   174     8 Feb 2025 13:50:12.993     8 Feb 2025 14:02:43.335           750.342    Satellite12    Satellite12        1               11.111111           490771.330147          100.000000                4416941.971327
   175     9 Feb 2025 07:13:17.718     9 Feb 2025 07:27:32.847           855.129    Satellite12    Satellite12        1               22.222222           981542.660295          100.000000                4416941.971327
   176     9 Feb 2025 08:47:45.302     9 Feb 2025 09:04:01.601           976.300    Satellite12    Satellite12        1               66.666667          2944627.980884          100.000000                4416941.971327
   177     9 Feb 2025 10:22:00.105     9 Feb 2025 10:38:46.219          1006.114    Satellite12    Satellite12        1              100.000000          4416941.971327          100.000000                4416941.971327
   178     9 Feb 2025 11:56:34.128     9 Feb 2025 12:13:30.649          1016.520    Satellite12    Satellite12        1               66.666667          2944627.980884          100.000000                4416941.971327
   179     9 Feb 2025 13:31:17.134     9 Feb 2025 13:47:03.132           945.998    Satellite12    Satellite12        1               22.222222           981542.660295          100.000000                4416941.971327
   180    10 Feb 2025 06:59:54.009    10 Feb 2025 07:07:45.411           471.402    Satellite12    Satellite12        1               11.111111           490771.330147          100.000000                4416941.971327
   181    10 Feb 2025 08:28:55.501    10 Feb 2025 08:45:02.273           966.772    Satellite12    Satellite12        1               55.555556          2453856.650737          100.000000                4416941.971327
   182    10 Feb 2025 10:03:12.783    10 Feb 2025 10:19:52.033           999.249    Satellite12    Satellite12        1              100.000000          4416941.971327          100.000000                4416941.971327
   183    10 Feb 2025 11:37:38.267    10 Feb 2025 11:54:36.239          1017.972    Satellite12    Satellite12        1               77.777778          3435399.311032          100.000000                4416941.971327
   184    10 Feb 2025 13:12:21.254    10 Feb 2025 13:28:33.781           972.527    Satellite12    Satellite12        1               33.333333          1472313.990442          100.000000                4416941.971327
   185    11 Feb 2025 08:10:05.191    11 Feb 2025 08:25:56.097           950.907    Satellite12    Satellite12        1               44.444444          1963085.320590          100.000000                4416941.971327
   186    11 Feb 2025 09:44:24.968    11 Feb 2025 10:00:57.581           992.613    Satellite12    Satellite12        1               88.888889          3926170.641179          100.000000                4416941.971327
   187    11 Feb 2025 11:18:42.383    11 Feb 2025 11:35:41.563          1019.180    Satellite12    Satellite12        1               87.094233          3846901.728277          100.000000                4416941.971327
   188    11 Feb 2025 12:53:25.352    11 Feb 2025 13:09:59.430           994.078    Satellite12    Satellite12        1               34.793727          1536818.731764          100.000000                4416941.971327
   189    12 Feb 2025 07:51:14.355    12 Feb 2025 08:06:42.309           927.954    Satellite12    Satellite12        1               33.333333          1472313.990442          100.000000                4416941.971327
   190    12 Feb 2025 09:25:36.660    12 Feb 2025 09:42:02.862           986.201    Satellite12    Satellite12        1               77.777778          3435399.311032          100.000000                4416941.971327
   191    12 Feb 2025 10:59:46.477    12 Feb 2025 11:16:47.130          1020.652    Satellite12    Satellite12        1               89.544853          3955144.179823          100.000000                4416941.971327
   192    12 Feb 2025 12:34:39.017    12 Feb 2025 12:51:19.851          1000.834    Satellite12    Satellite12        1               44.444444          1963085.320590          100.000000                4416941.971327
   193    13 Feb 2025 07:32:22.971    13 Feb 2025 07:47:19.789           896.818    Satellite12    Satellite12        1               22.222222           981542.660295          100.000000                4416941.971327
   194    13 Feb 2025 09:06:47.861    13 Feb 2025 09:23:08.641           980.780    Satellite12    Satellite12        1               77.777778          3435399.311032          100.000000                4416941.971327
   195    13 Feb 2025 10:41:00.159    13 Feb 2025 10:57:53.477          1013.318    Satellite12    Satellite12        1              100.000000          4416941.971327          100.000000                4416941.971327
   196    13 Feb 2025 12:15:43.198    13 Feb 2025 12:32:34.796          1011.598    Satellite12    Satellite12        1               55.555556          2453856.650737          100.000000                4416941.971327
   197    13 Feb 2025 13:50:26.221    13 Feb 2025 14:02:43.142           736.920    Satellite12    Satellite12        1               11.111111           490771.330147          100.000000                4416941.971327
   198    14 Feb 2025 07:13:31.015    14 Feb 2025 07:27:46.700           855.685    Satellite12    Satellite12        1               22.222222           981542.660295          100.000000                4416941.971327
   199    14 Feb 2025 08:47:58.567    14 Feb 2025 09:04:14.943           976.376    Satellite12    Satellite12        1               66.666667          2944627.980884          100.000000                4416941.971327
   200    14 Feb 2025 10:22:13.341    14 Feb 2025 10:38:59.548          1006.207    Satellite12    Satellite12        1              100.000000          4416941.971327          100.000000                4416941.971327
   201    14 Feb 2025 11:56:47.357    14 Feb 2025 12:13:43.965          1016.609    Satellite12    Satellite12        1               66.666667          2944627.980884          100.000000                4416941.971327
   202    14 Feb 2025 13:31:30.362    14 Feb 2025 13:47:16.131           945.770    Satellite12    Satellite12        1               22.222222           981542.660295          100.000000                4416941.971327
   203    15 Feb 2025 06:59:47.355    15 Feb 2025 07:07:59.465           492.111    Satellite12    Satellite12        1               11.111111           490771.330147          100.000000                4416941.971327
   204    15 Feb 2025 08:29:08.773    15 Feb 2025 08:45:15.692           966.920    Satellite12    Satellite12        1               55.555556          2453856.650737          100.000000                4416941.971327
   205    15 Feb 2025 10:03:26.025    15 Feb 2025 10:20:05.346           999.321    Satellite12    Satellite12        1              100.000000          4416941.971327          100.000000                4416941.971327
