Time (UTCG),Lat (deg),Lon (deg),Alt (km),Lat Rate (deg/sec),Lon Rate (deg/sec),Alt Rate (km/sec)
22:00.0,-75.198,-67.472,598.84172,-0.059773,-0.068711,0.011096
23:00.0,-78.741,-72.792,599.426407,-0.058112,-0.11464,0.008366
24:00.0,-82.122,-82.518,599.842861,-0.053824,-0.228256,0.005496
25:00.0,-85.002,-104.414,600.084084,-0.038802,-0.558622,0.002533
26:00.0,-86.062,-152.057,600.146023,0.009152,-0.896404,-0.000472
27:00.0,-84.2,168.299,600.027635,0.045874,-0.416396,-0.003469
28:00.0,-81.091,151.699,599.730912,0.055694,-0.179718,-0.006408
29:00.0,-77.642,143.809,599.260837,0.058785,-0.09611,-0.009239
30:00.0,-74.071,139.255,598.625316,0.060083,-0.060106,-0.011915
31:00.0,-70.444,136.253,597.835038,0.06075,-0.041792,-0.01439
32:00.0,-66.786,134.087,596.903312,0.061145,-0.031318,-0.016623
33:00.0,-63.109,132.417,595.845841,0.061407,-0.024803,-0.018576
34:00.0,-59.419,131.067,594.680475,0.061597,-0.02049,-0.020215
35:00.0,-55.719,129.932,593.426907,0.061744,-0.017495,-0.021512
36:00.0,-52.01,128.951,592.106355,0.061865,-0.015338,-0.022444
37:00.0,-48.295,128.081,590.741206,0.061968,-0.013738,-0.022996
38:00.0,-44.574,127.295,589.354641,0.062059,-0.012524,-0.023157
39:00.0,-40.848,126.572,587.970248,0.062141,-0.011585,-0.022924
40:00.0,-37.118,125.9,586.611615,0.062215,-0.010849,-0.022299
41:00.0,-33.383,125.268,585.301933,0.062282,-0.010266,-0.021294
42:00.0,-29.644,124.666,584.063593,0.062342,-0.009802,-0.019925
43:00.0,-25.902,124.089,582.917802,0.062396,-0.009431,-0.018214
44:00.0,-22.156,123.533,581.884211,0.062444,-0.009136,-0.01619
45:00.0,-18.409,122.992,580.98057,0.062484,-0.008905,-0.013888
46:00.0,-14.658,122.463,580.222416,0.062518,-0.008727,-0.011347
47:00.0,-10.907,121.944,579.622799,0.062544,-0.008595,-0.008611
48:00.0,-7.153,121.431,579.19205,0.062563,-0.008505,-0.005727
49:00.0,-3.399,120.922,578.937593,0.062574,-0.008453,-0.002743
50:00.0,0.355,120.416,578.863816,0.062577,-0.008439,0.000287
51:00.0,4.11,119.909,578.971993,0.062572,-0.00846,0.003313
52:00.0,7.864,119.4,579.260258,0.06256,-0.008519,0.006282
53:00.0,11.617,118.886,579.723638,0.06254,-0.008616,0.009142
54:00.0,15.369,118.365,580.354148,0.062512,-0.008757,0.011845
55:00.0,19.118,117.834,581.140927,0.062477,-0.008944,0.014344
56:00.0,22.866,117.291,582.070435,0.062435,-0.009187,0.016596
57:00.0,26.61,116.73,583.126693,0.062387,-0.009495,0.018563
58:00.0,30.352,116.15,584.291566,0.062331,-0.009882,0.020211
59:00.0,34.09,115.543,585.545081,0.06227,-0.010366,0.021513
00:00.0,37.824,114.903,586.865779,0.062201,-0.010975,0.022447
01:00.0,41.554,114.222,588.231086,0.062126,-0.011745,0.022998
02:00.0,45.279,113.489,589.617706,0.062043,-0.01273,0.023157
03:00.0,48.999,112.689,591.002019,0.06195,-0.014008,0.022921
04:00.0,52.713,111.8,592.360485,0.061843,-0.015697,0.022297
05:00.0,56.42,110.793,593.670043,0.061718,-0.017987,0.021294
06:00.0,60.119,109.624,594.908499,0.061565,-0.021185,0.01993
07:00.0,63.807,108.223,596.054897,0.061364,-0.025831,0.018229
08:00.0,67.481,106.476,597.089869,0.061083,-0.032921,0.016221
09:00.0,71.134,104.184,597.995951,0.060651,-0.044479,0.013939
10:00.0,74.753,100.962,598.757874,0.059904,-0.06508,0.011423
11:00.0,78.308,95.968,599.36281,0.058401,-0.106703,0.008714
12:00.0,81.718,87.037,599.800584,0.054647,-0.20707,0.005858
13:00.0,84.7,67.451,600.063836,0.041984,-0.497562,0.002904
14:00.0,86.103,22.64,600.148144,-0.001924,-0.915419,-0.000098
15:00.0,84.533,-20.476,600.05209,-0.043444,-0.467935,-0.003099
16:00.0,81.504,-38.963,599.77729,-0.055034,-0.197024,-0.006048
17:00.0,78.079,-47.514,599.328359,-0.05854,-0.102862,-0.008895
18:00.0,74.518,-52.349,598.712845,-0.059968,-0.063294,-0.011593
19:00.0,70.896,-55.493,597.941103,-0.060686,-0.043521,-0.014096
20:00.0,67.242,-57.74,597.026125,-0.061105,-0.032353,-0.016361
21:00.0,63.567,-59.459,595.983332,-0.061379,-0.025467,-0.01835
22:00.0,59.878,-60.843,594.830321,-0.061576,-0.02094,-0.020029
23:00.0,56.178,-62,593.586574,-0.061727,-0.017814,-0.02137
24:00.0,52.471,-62.998,592.273139,-0.061851,-0.015571,-0.022349
25:00.0,48.757,-63.88,590.912277,-0.061956,-0.013913,-0.022949
26:00.0,45.036,-64.676,589.527094,-0.062049,-0.012658,-0.023159
27:00.0,41.311,-65.405,588.141145,-0.062131,-0.011689,-0.022974
28:00.0,37.581,-66.083,586.778042,-0.062206,-0.010931,-0.022398
29:00.0,33.846,-66.72,585.461048,-0.062274,-0.010331,-0.021439
30:00.0,30.108,-67.325,584.212673,-0.062335,-0.009854,-0.020114
31:00.0,26.366,-67.904,583.054293,-0.06239,-0.009473,-0.018444
32:00.0,22.621,-68.463,582.00577,-0.062438,-0.009169,-0.016457
33:00.0,18.874,-69.006,581.085108,-0.06248,-0.00893,-0.014188
34:00.0,15.124,-69.536,580.308135,-0.062514,-0.008746,-0.011674
35:00.0,11.372,-70.056,579.688223,-0.062541,-0.008609,-0.00896
36:00.0,7.619,-70.57,579.236051,-0.062561,-0.008514,-0.006091
37:00.0,3.865,-71.079,578.959413,-0.062573,-0.008458,-0.003117
38:00.0,0.111,-71.585,578.863079,-0.062577,-0.008439,-0.000089
39:00.0,-3.644,-72.092,578.948711,-0.062573,-0.008456,0.00294
40:00.0,-7.398,-72.601,579.214832,-0.062562,-0.00851,0.005918
41:00.0,-11.151,-73.114,579.656852,-0.062543,-0.008602,0.008795
42:00.0,-14.903,-73.634,580.267153,-0.062516,-0.008737,0.011519
43:00.0,-18.653,-74.163,581.03522,-0.062482,-0.008918,0.014046
44:00.0,-22.401,-74.705,581.947835,-0.062441,-0.009154,0.016331
45:00.0,-26.146,-75.263,582.989306,-0.062393,-0.009453,0.018335
46:00.0,-29.888,-75.841,584.14175,-0.062339,-0.009829,0.020025
47:00.0,-33.626,-76.444,585.385403,-0.062278,-0.0103,0.021371
48:00.0,-37.361,-77.079,586.698971,-0.06221,-0.010892,0.022352
49:00.0,-41.091,-77.754,588.059997,-0.062136,-0.011639,0.022951
50:00.0,-44.817,-78.48,589.445253,-0.062054,-0.012594,0.023159
51:00.0,-48.538,-79.271,590.831137,-0.061962,-0.01383,0.022972
52:00.0,-52.252,-80.148,592.194078,-0.061857,-0.01546,0.022395
53:00.0,-55.96,-81.138,593.510933,-0.061735,-0.017661,0.021438
54:00.0,-59.66,-82.284,594.759381,-0.061586,-0.020724,0.020118
55:00.0,-63.35,-83.652,595.918293,-0.061393,-0.025148,0.018458
56:00.0,-67.026,-85.347,596.968085,-0.061124,-0.031854,0.016486
57:00.0,-70.682,-87.555,597.891041,-0.060717,-0.042686,0.014236
58:00.0,-74.306,-90.63,598.671605,-0.060024,-0.061748,0.011746
59:00.0,-77.872,-95.329,599.296634,-0.05866,-0.099571,0.009059
00:00.0,-81.309,-103.556,599.755613,-0.055359,-0.18853,0.006219
01:00.0,-84.378,-121.116,600.040827,-0.044651,-0.442687,0.003275
02:00.0,-86.09,-162.614,600.147483,-0.005382,-0.909412,0.000275
03:00.0,-84.846,151.156,600.073788,0.040543,-0.5258,-0.002728
04:00.0,-81.911,130.512,599.820982,0.054272,-0.216769,-0.005687
05:00.0,-78.514,121.215,599.393312,0.058268,-0.110363,-0.008549
06:00.0,-74.964,116.071,598.797966,0.059843,-0.066764,-0.011268
07:00.0,-71.348,112.774,598.044959,0.060618,-0.045376,-0.013797
08:00.0,-67.696,110.441,597.146967,0.061063,-0.03345,-0.016094
09:00.0,-64.024,108.669,596.119123,0.061351,-0.026167,-0.018119
10:00.0,-60.336,107.251,594.978768,0.061554,-0.021412,-0.019839
11:00.0,-56.638,106.07,593.745167,0.06171,-0.018146,-0.021223
12:00.0,-52.931,105.055,592.439193,0.061837,-0.015813,-0.022248
13:00.0,-49.218,104.16,591.082975,0.061944,-0.014094,-0.022895
14:00.0,-45.498,103.355,589.699535,0.062038,-0.012796,-0.023154
15:00.0,-41.774,102.619,588.312396,0.062121,-0.011797,-0.023018
16:00.0,-38.044,101.935,586.945182,0.062197,-0.011016,-0.02249
17:00.0,-34.31,101.293,585.621222,0.062266,-0.010398,-0.021579
18:00.0,-30.572,100.685,584.363143,0.062328,-0.009907,-0.020298
19:00.0,-26.831,100.103,583.192479,0.062384,-0.009515,-0.018669
20:00.0,-23.086,99.541,582.129302,0.062433,-0.009203,-0.01672
21:00.0,-19.339,98.997,581.191863,0.062475,-0.008957,-0.014483
22:00.0,-15.589,98.465,580.396278,0.06251,-0.008766,-0.011998
23:00.0,-11.838,97.944,579.756236,0.062538,-0.008624,-0.009306
24:00.0,-8.085,97.43,579.282761,0.062559,-0.008524,-0.006454
25:00.0,-4.331,96.92,578.984015,0.062572,-0.008463,-0.00349
26:00.0,-0.577,96.414,578.865149,0.062577,-0.008439,-0.000466
27:00.0,3.178,95.907,578.928213,0.062574,-0.008452,0.002565
28:00.0,6.932,95.399,579.172119,0.062564,-0.008501,0.005553
29:00.0,10.686,94.886,579.592661,0.062546,-0.008588,0.008445
30:00.0,14.438,94.367,580.18259,0.06252,-0.008718,0.011191
31:00.0,18.188,93.839,580.931742,0.062487,-0.008893,0.013745
32:00.0,21.936,93.299,581.827222,0.062446,-0.009121,0.016062
33:00.0,25.681,92.743,582.853631,0.062399,-0.009412,0.018103
34:00.0,29.424,92.168,583.99334,0.062346,-0.009777,0.019833
35:00.0,33.163,91.568,585.226803,0.062286,-0.010236,0.021224
36:00.0,36.898,90.937,586.532894,0.062219,-0.010811,0.022251
37:00.0,40.629,90.268,587.88928,0.062146,-0.011537,0.022898
38:00.0,44.355,89.549,589.272808,0.062064,-0.012462,0.023154
39:00.0,48.076,88.767,590.6599,0.061974,-0.013658,0.023016
40:00.0,51.792,87.903,592.026958,0.061871,-0.015231,0.022488
41:00.0,55.5,86.929,593.350767,0.061752,-0.017349,0.021577
42:00.0,59.201,85.805,594.608881,0.061606,-0.020283,0.020301
43:00.0,62.892,84.469,595.780005,0.06142,-0.0245,0.018681
44:00.0,66.57,82.823,596.844344,0.061164,-0.030849,0.016747
45:00.0,70.229,80.692,597.783935,0.060779,-0.041013,0.014529
46:00.0,73.859,77.754,598.582937,0.060135,-0.058683,0.012067
47:00.0,77.434,73.324,599.227896,0.058892,-0.093143,0.009402
48:00.0,80.894,65.722,599.707962,0.055976,-0.172257,0.006578
49:00.0,84.036,49.932,600.015064,0.046885,-0.394125,0.003644
50:00.0,86.023,11.996,600.14404,0.01247,-0.879346,0.000649
51:00.0,85.136,-36.758,600.092723,-0.037087,-0.589538,-0.002357
52:00.0,82.312,-59.856,599.861977,-0.053387,-0.239364,-0.005324
53:00.0,78.947,-69.996,599.455678,-0.057963,-0.118723,-0.008201
54:00.0,75.409,-75.482,598.880655,-0.059707,-0.070549,-0.01094
55:00.0,71.799,-78.945,598.14658,-0.060545,-0.047367,-0.013495
56:00.0,68.151,-81.37,597.265808,-0.061019,-0.034616,-0.015823
57:00.0,64.48,-83.197,596.25318,-0.06132,-0.026905,-0.017884
58:00.0,60.794,-84.652,595.125778,-0.061532,-0.021906,-0.019643
59:00.0,57.097,-85.858,593.902646,-0.061693,-0.018493,-0.02107
00:00.0,53.392,-86.89,592.604473,-0.061822,-0.016064,-0.022141
01:00.0,49.679,-87.798,591.253255,-0.061931,-0.014282,-0.022836
02:00.0,45.96,-88.613,589.871921,-0.062027,-0.012939,-0.023143
03:00.0,42.236,-89.357,588.483955,-0.062112,-0.011908,-0.023057
04:00.0,38.507,-90.046,587.112991,-0.062188,-0.011103,-0.022577
05:00.0,34.774,-90.693,585.782415,-0.062258,-0.010468,-0.021712
06:00.0,31.036,-91.305,584.514962,-0.062321,-0.009962,-0.020476
07:00.0,27.295,-91.89,583.332325,-0.062377,-0.009559,-0.018889
08:00.0,23.551,-92.454,582.254775,-0.062427,-0.009238,-0.016978
09:00.0,19.804,-93,581.300808,-0.06247,-0.008984,-0.014775
10:00.0,16.055,-93.533,580.48682,-0.062506,-0.008787,-0.012319
11:00.0,12.304,-94.056,579.826818,-0.062535,-0.008639,-0.00965
12:00.0,8.551,-94.571,579.332166,-0.062557,-0.008534,-0.006815
13:00.0,4.797,-95.081,579.011392,-0.062571,-0.008468,-0.003862
14:00.0,1.043,-95.588,578.870025,-0.062577,-0.00844,-0.000843
15:00.0,-2.712,-96.094,578.910504,-0.062575,-0.008448,0.002191
16:00.0,-6.466,-96.602,579.132131,-0.062565,-0.008493,0.005186
17:00.0,-10.22,-97.114,579.531083,-0.062548,-0.008575,0.008093
18:00.0,-13.972,-97.632,580.100483,-0.062523,-0.008699,0.01086
19:00.0,-17.722,-98.159,580.830521,-0.062491,-0.008868,0.01344
20:00.0,-21.471,-98.697,581.708627,-0.062452,-0.00909,0.015788
21:00.0,-25.216,-99.251,582.719702,-0.062406,-0.009372,0.017866
22:00.0,-28.959,-99.823,583.846376,-0.062353,-0.009727,0.019636
23:00.0,-32.699,-100.42,585.069322,-0.062293,-0.010173,0.02107
24:00.0,-36.434,-101.046,586.367591,-0.062228,-0.010732,0.022144
25:00.0,-40.166,-101.711,587.718981,-0.062155,-0.011437,0.022839
26:00.0,-43.893,-102.423,589.100416,-0.062075,-0.012334,0.023144
27:00.0,-47.615,-103.196,590.488352,-0.061986,-0.013491,0.023055
28:00.0,-51.331,-104.049,591.85917,-0.061885,-0.01501,0.022574
29:00.0,-55.04,-105.007,593.189586,-0.061768,-0.017048,0.02171
30:00.0,-58.742,-106.11,594.457038,-0.061626,-0.019861,0.020478
31:00.0,-62.435,-107.415,595.640069,-0.061446,-0.023883,0.0189
32:00.0,-66.115,-109.015,596.718678,-0.061201,-0.0299,0.017003
33:00.0,-69.777,-111.072,597.674658,-0.060837,-0.03945,0.014818
34:00.0,-73.41,-113.884,598.491891,-0.060237,-0.055858,0.012384
35:00.0,-76.995,-118.068,599.156614,-0.059102,-0.087332,0.009742
36:00.0,-80.475,-125.114,599.657643,-0.056514,-0.157925,0.006936
37:00.0,-83.68,-139.36,599.986552,-0.048759,-0.351553,0.004013
38:00.0,-85.906,-173.694,600.137815,-0.019083,-0.829772,0.001022
39:00.0,-85.397,135.82,600.108891,0.03299,-0.657725,-0.001985
40:00.0,-82.705,109.957,599.900265,0.052354,-0.265282,-0.004959
41:00.0,-79.377,98.858,599.515443,0.05762,-0.128071,-0.00785
42:00.0,-75.853,92.995,598.960892,0.059558,-0.074687,-0.010609
43:00.0,-72.25,89.352,598.245938,0.060467,-0.04951,-0.013189
44:00.0,-68.605,86.829,597.382615,0.060972,-0.035856,-0.015548
45:00.0,-64.937,84.942,596.385468,0.061289,-0.027682,-0.017644
46:00.0,-61.253,83.449,595.271313,0.061509,-0.022424,-0.019442
47:00.0,-57.557,82.217,594.058968,0.061675,-0.018854,-0.020912
48:00.0,-53.852,81.166,592.768936,0.061807,-0.016326,-0.022028
49:00.0,-50.14,80.245,591.423071,0.061919,-0.014476,-0.022771
50:00.0,-46.422,79.42,590.044207,0.062015,-0.013087,-0.023126
51:00.0,-42.699,78.668,588.655778,0.062101,-0.012022,-0.023089
52:00.0,-38.97,77.973,587.281424,0.062179,-0.011193,-0.022658
53:00.0,-35.237,77.321,585.944582,0.062249,-0.010539,-0.02184
54:00.0,-31.5,76.705,584.668091,0.062313,-0.010019,-0.020649
55:00.0,-27.76,76.117,583.473793,0.06237,-0.009605,-0.019104
56:00.0,-24.016,75.551,582.382155,0.062421,-0.009274,-0.017232
57:00.0,-20.269,75.003,581.411913,0.062465,-0.009013,-0.015063
58:00.0,-16.52,74.468,580.579739,0.062502,-0.008809,-0.012636
59:00.0,-12.769,73.945,579.899951,0.062532,-0.008655,-0.009991
00:00.0,-9.017,73.429,579.384254,0.062555,-0.008545,-0.007174
01:00.0,-5.263,72.919,579.041536,0.062569,-0.008474,-0.004233
02:00.0,-1.509,72.411,578.877706,0.062576,-0.008442,-0.00122
03:00.0,2.246,71.905,578.895589,0.062576,-0.008445,0.001815
04:00.0,6,71.397,579.094877,0.062567,-0.008485,0.004818
05:00.0,9.754,70.886,579.472134,0.062551,-0.008563,0.007739
06:00.0,13.506,70.369,580.020854,0.062527,-0.008681,0.010526
07:00.0,17.257,69.843,580.731583,0.062495,-0.008845,0.013131
08:00.0,21.006,69.306,581.592083,0.062457,-0.009059,0.015511
09:00.0,24.752,68.755,582.587555,0.062412,-0.009333,0.017624
10:00.0,28.495,68.185,583.700895,0.06236,-0.009679,0.019434
11:00.0,32.235,67.592,584.913001,0.062301,-0.010112,0.020911
12:00.0,35.971,66.969,586.203106,0.062236,-0.010655,0.022031
13:00.0,39.703,66.31,587.549143,0.062164,-0.01134,0.022773
14:00.0,43.43,65.605,588.928124,0.062085,-0.01221,0.023127
15:00.0,47.153,64.84,590.316538,0.061997,-0.013331,0.023087
16:00.0,50.87,63.998,591.690757,0.061898,-0.014797,0.022655
17:00.0,54.58,63.055,593.027432,0.061783,-0.01676,0.021838
18:00.0,58.283,61.972,594.303892,0.061645,-0.019458,0.020651
19:00.0,61.977,60.697,595.49852,0.061471,-0.023296,0.019114
20:00.0,65.659,59.14,596.591119,0.061236,-0.029003,0.017255
21:00.0,69.323,57.152,597.56324,0.060891,-0.037987,0.015104
22:00.0,72.962,54.458,598.398492,0.060331,-0.053249,0.012699
23:00.0,76.554,50.498,599.082807,0.059292,-0.082065,0.01008
24:00.0,80.052,43.95,599.604668,0.056985,-0.145261,0.007291
25:00.0,83.311,31.053,599.9553,0.050337,-0.314427,0.00438
26:00.0,85.741,0.194,600.128812,0.025047,-0.767245,0.001395
27:00.0,85.625,-51.085,600.122287,-0.028186,-0.727541,-0.001613
28:00.0,83.091,-80.023,599.935835,-0.051141,-0.295063,-0.004594
29:00.0,79.805,-92.214,599.572589,-0.057234,-0.138558,-0.007498
30:00.0,76.296,-98.497,599.038655,-0.059395,-0.079221,-0.010275
31:00.0,72.7,-102.335,598.343009,-0.060383,-0.05182,-0.01288
32:00.0,69.059,-104.963,597.49736,-0.060922,-0.037177,-0.015268
33:00.0,65.393,-106.913,596.515951,-0.061256,-0.028504,-0.017399
34:00.0,61.71,-108.446,595.415334,-0.061485,-0.022968,-0.019236
35:00.0,58.016,-109.705,594.214093,-0.061656,-0.019231,-0.020749
36:00.0,54.312,-110.775,592.93254,-0.061792,-0.016597,-0.02191
37:00.0,50.601,-111.71,591.59238,-0.061906,-0.014677,-0.022699
38:00.0,46.884,-112.546,590.216346,-0.062004,-0.013239,-0.023104
39:00.0,43.161,-113.306,588.82782,-0.062091,-0.01214,-0.023115
40:00.0,39.433,-114.008,587.450437,-0.06217,-0.011285,-0.022733
41:00.0,35.701,-114.664,586.107682,-0.062241,-0.010612,-0.021962
42:00.0,31.964,-115.284,584.822489,-0.062306,-0.010077,-0.020816
43:00.0,28.224,-115.875,583.616845,-0.062364,-0.009651,-0.019314
44:00.0,24.481,-116.444,582.511409,-0.062415,-0.009311,-0.017481
45:00.0,20.735,-116.994,581.525149,-0.06246,-0.009042,-0.015347
46:00.0,16.986,-117.53,580.67501,-0.062498,-0.008831,-0.01295
47:00.0,13.235,-118.055,579.975617,-0.062529,-0.008671,-0.01033
48:00.0,9.483,-118.571,579.439011,-0.062552,-0.008556,-0.007531
49:00.0,5.729,-119.082,579.074441,-0.062568,-0.008481,-0.004603
50:00.0,1.975,-119.59,578.88819,-0.062576,-0.008444,-0.001596
51:00.0,-1.78,-120.096,578.883473,-0.062576,-0.008443,0.001439
52:00.0,-5.534,-120.604,579.060369,-0.062569,-0.008478,0.004449
53:00.0,-9.288,-121.114,579.415829,-0.062553,-0.008551,0.007383
54:00.0,-13.041,-121.631,579.943723,-0.06253,-0.008664,0.010189
55:00.0,-16.792,-122.155,580.634954,-0.0625,-0.008822,0.012819
56:00.0,-20.54,-122.69,581.47762,-0.062462,-0.00903,0.015229
57:00.0,-24.287,-123.24,582.457225,-0.062418,-0.009296,0.017377
58:00.0,-28.03,-123.807,583.556936,-0.062366,-0.009632,0.019227
59:00.0,-31.771,-124.397,584.757882,-0.062309,-0.010053,0.020747
00:00.0,-35.507,-125.016,586.039483,-0.062245,-0.010581,0.021912
01:00.0,-39.24,-125.67,587.379813,-0.062174,-0.011246,0.022702
02:00.0,-42.968,-126.369,588.755975,-0.062096,-0.01209,0.023105
03:00.0,-46.691,-127.125,590.144505,-0.062009,-0.013175,0.023114
04:00.0,-50.409,-127.956,591.521764,-0.061911,-0.014592,0.02273
05:00.0,-54.12,-128.886,592.864349,-0.061798,-0.016482,0.02196
06:00.0,-57.824,-129.948,594.149482,-0.061664,-0.019071,0.020817
07:00.0,-61.519,-131.196,595.355397,-0.061495,-0.022738,0.019323
08:00.0,-65.203,-132.711,596.4617,-0.06127,-0.028156,0.017502
09:00.0,-68.87,-134.634,597.449711,-0.060943,-0.036616,0.015385
10:00.0,-72.512,-137.218,598.302765,-0.060419,-0.050835,0.01301
11:00.0,-76.112,-140.973,599.006493,-0.059465,-0.077277,0.010415
12:00.0,-79.626,-147.075,599.549051,-0.057401,-0.134032,0.007645
13:00.0,-82.931,-158.793,599.921316,-0.051671,-0.282124,0.004746
14:00.0,-85.534,173.59,600.117031,-0.030281,-0.698445,0.001768
15:00.0,-85.815,122.522,600.132907,0.022643,-0.794475,-0.00124
16:00.0,-83.467,90.235,599.968678,0.049711,-0.329303,-0.004227
17:00.0,-80.229,76.797,599.627104,0.056796,-0.150361,-0.007143
18:00.0,-76.738,70.048,599.113923,0.059215,-0.084202,-0.009939
19:00.0,-73.149,65.997,598.437766,0.060293,-0.054314,-0.012568
20:00.0,-69.513,63.255,597.61001,0.060869,-0.038586,-0.014985
21:00.0,-65.849,61.239,596.644597,0.061222,-0.029372,-0.01715
22:00.0,-62.168,59.664,595.557804,0.061461,-0.023538,-0.019025
23:00.0,-58.475,58.376,594.36798,0.061637,-0.019624,-0.020579
24:00.0,-54.773,57.286,593.09524,0.061777,-0.016879,-0.021785
25:00.0,-51.062,56.336,591.761136,0.061892,-0.014885,-0.022622
26:00.0,-47.346,55.489,590.388293,0.061992,-0.013397,-0.023075
27:00.0,-43.623,54.721,589.000034,0.062081,-0.012262,-0.023135
28:00.0,-39.896,54.013,587.619985,0.062161,-0.01138,-0.022801
29:00.0,-36.164,53.352,586.27167,0.062233,-0.010687,-0.022079
30:00.0,-32.428,52.728,584.978115,0.062298,-0.010137,-0.020978
31:00.0,-28.689,52.133,583.761445,0.062357,-0.009699,-0.019519
32:00.0,-24.946,51.562,582.642502,0.062409,-0.009349,-0.017725
33:00.0,-21.2,51.01,581.640485,0.062455,-0.009072,-0.015627
34:00.0,-17.451,50.472,580.772606,0.062494,-0.008855,-0.01326
35:00.0,-13.701,49.946,580.053794,0.062525,-0.008689,-0.010666
36:00.0,-9.948,49.428,579.496422,0.06255,-0.008568,-0.007887
37:00.0,-6.195,48.917,579.110096,0.062566,-0.008488,-0.004972
38:00.0,-2.441,48.409,578.901475,0.062575,-0.008446,-0.001972
39:00.0,1.314,47.903,578.874158,0.062577,-0.008441,0.001063
40:00.0,5.068,47.395,579.028616,0.06257,-0.008472,0.004079
41:00.0,8.822,46.885,579.362184,0.062556,-0.00854,0.007024
42:00.0,12.575,46.37,579.869111,0.062533,-0.008648,0.009849
43:00.0,16.326,45.847,580.540661,0.062504,-0.0088,0.012504
44:00.0,20.075,45.313,581.365269,0.062467,-0.009001,0.014944
45:00.0,23.822,44.765,582.328747,0.062424,-0.009259,0.017126
46:00.0,27.566,44.2,583.414539,0.062373,-0.009586,0.019015
47:00.0,31.307,43.614,584.604007,0.062316,-0.009995,0.020577
48:00.0,35.044,42.999,585.876765,0.062253,-0.010509,0.021787
49:00.0,38.777,42.35,587.211034,0.062183,-0.011155,0.022625
50:00.0,42.506,41.657,588.584016,0.062106,-0.011974,0.023076
51:00.0,46.229,40.908,589.972296,0.06202,-0.013025,0.023134
52:00.0,49.948,40.088,591.352235,0.061924,-0.014394,0.022799
53:00.0,53.66,39.172,592.700378,0.061813,-0.016215,0.022076
54:00.0,57.365,38.129,593.993849,0.061682,-0.018701,0.020979
55:00.0,61.061,36.908,595.210736,0.061519,-0.022205,0.019527
56:00.0,64.746,35.431,596.330456,0.061302,-0.027353,0.017745
57:00.0,68.416,33.57,597.334098,0.060992,-0.035329,0.015663
58:00.0,72.062,31.088,598.204733,0.0605,-0.048597,0.013317
59:00.0,75.668,27.522,598.927692,0.059622,-0.072915,0.010747
00:00.0,79.198,21.821,599.490807,0.057768,-0.124041,0.007997
01:00.0,82.542,11.137,599.884608,0.052805,-0.254026,0.005112
02:00.0,85.292,-13.533,600.102476,0.034783,-0.628859,0.002141
03:00.0,85.961,-63.402,600.140749,-0.016393,-0.852433,-0.000867
04:00.0,83.831,-99.233,599.998786,-0.048016,-0.36863,-0.003859
05:00.0,80.65,-114.098,599.678971,-0.056298,-0.163692,-0.006787
06:00.0,77.178,-121.369,599.186679,-0.059017,-0.089689,-0.0096
07:00.0,73.598,-125.653,598.530186,-0.060195,-0.05701,-0.012252
08:00.0,69.966,-128.516,597.720539,-0.060813,-0.04009,-0.014698
09:00.0,66.305,-130.603,596.771371,-0.061185,-0.03029,-0.016896
10:00.0,62.626,-132.223,595.698686,-0.061435,-0.024137,-0.018809
11:00.0,58.934,-133.54,594.520589,-0.061618,-0.020035,-0.020405
12:00.0,55.233,-134.652,593.256995,-0.061761,-0.017172,-0.021655
13:00.0,51.523,-135.617,591.929296,-0.061879,-0.015101,-0.022539
14:00.0,47.807,-136.474,590.560004,-0.061981,-0.01356,-0.02304
15:00.0,44.086,-137.251,589.172377,-0.06207,-0.012387,-0.023149
16:00.0,40.359,-137.966,587.790024,-0.062151,-0.011478,-0.022864
17:00.0,36.628,-138.632,586.436505,-0.062224,-0.010765,-0.022189
18:00.0,32.892,-139.261,585.134928,-0.06229,-0.010199,-0.021135
19:00.0,29.153,-139.859,583.907553,-0.06235,-0.009748,-0.019719
20:00.0,25.41,-140.432,582.7754,-0.062403,-0.009389,-0.017965
21:00.0,21.665,-140.987,581.757891,-0.06245,-0.009103,-0.015903
22:00.0,17.917,-141.526,580.872503,-0.062489,-0.008879,-0.013568
23:00.0,14.166,-142.053,580.134462,-0.062522,-0.008707,-0.010999
24:00.0,10.414,-142.572,579.556473,-0.062547,-0.008581,-0.00824
25:00.0,6.661,-143.084,579.148493,-0.062565,-0.008496,-0.00534
26:00.0,2.907,-143.592,578.917557,-0.062575,-0.00845,-0.002347
27:00.0,-0.848,-144.098,578.867648,-0.062577,-0.00844,0.000686
28:00.0,-4.602,-144.605,578.999625,-0.062571,-0.008466,0.003707
29:00.0,-8.356,-145.115,579.311213,-0.062558,-0.00853,0.006664
30:00.0,-12.109,-145.63,579.797039,-0.062537,-0.008632,0.009507
31:00.0,-15.861,-146.152,580.448729,-0.062508,-0.008778,0.012185
32:00.0,-19.61,-146.684,581.255059,-0.062472,-0.008973,0.014654
33:00.0,-23.357,-147.23,582.202156,-0.062429,-0.009224,0.016871
34:00.0,-27.101,-147.792,583.27374,-0.06238,-0.009541,0.018798
35:00.0,-30.843,-148.376,584.451415,-0.062324,-0.009939,0.020402
36:00.0,-34.58,-148.987,585.714995,-0.062261,-0.010439,0.021657
37:00.0,-38.314,-149.631,587.042851,-0.062192,-0.011066,0.022542
